* Initial: 
     (-)pre0-post0 = 0.0
     (-)pre0-post1 = 0.0
     (-)pre0-post2 = 0.0
     (-)pre0-post3 = 0.0
     (-)pre0-post4 = 0.0
     (-)pre0-post5 = 0.0
     (-)pre0-post6 = 0.0
     (-)pre0-post7 = 0.0
     (-)pre1-post0 = 0.0
     (-)pre1-post1 = 0.0
     (-)pre1-post2 = 0.0
     (-)pre1-post3 = 0.0
     (-)pre1-post4 = 0.0
     (-)pre1-post5 = 0.0
     (-)pre1-post6 = 0.0
     (-)pre1-post7 = 0.0
     (+)pre2-post0 = 0.0
     (+)pre2-post1 = 0.0
     (+)pre2-post2 = 0.0
     (-)pre2-post3 = 0.0
     (-)pre2-post4 = 0.0
     (-)pre2-post5 = 0.0
     (-)pre2-post6 = 0.0
     (-)pre2-post7 = 0.0
     (-)pre3-post0 = 0.0
     (-)pre3-post1 = 0.0
     (-)pre3-post2 = 0.0
     (-)pre3-post3 = 0.0
     (-)pre3-post4 = 0.0
     (-)pre3-post5 = 0.0
     (-)pre3-post6 = 0.0
     (-)pre3-post7 = 0.0
     (-)pre4-post0 = 0.0
     (-)pre4-post1 = 0.0
     (-)pre4-post2 = 0.0
     (-)pre4-post3 = 0.0
     (-)pre4-post4 = 0.0
     (-)pre4-post5 = 0.0
     (-)pre4-post6 = 0.0
     (-)pre4-post7 = 0.0
     (-)pre5-post0 = 0.0
     (-)pre5-post1 = 0.0
     (-)pre5-post2 = 0.0
     (-)pre5-post3 = 0.0
     (-)pre5-post4 = 0.0
     (-)pre5-post5 = 0.0
     (-)pre5-post6 = 0.0
     (-)pre5-post7 = 0.0
     (-)pre6-post0 = 0.0
     (-)pre6-post1 = 0.0
     (-)pre6-post2 = 0.0
     (-)pre6-post3 = 0.0
     (-)pre6-post4 = 0.0
     (-)pre6-post5 = 0.0
     (-)pre6-post6 = 0.0
     (-)pre6-post7 = 0.0
LEARN 0
* Iter 0
     (-)pre0-post0 = 0.0
     (-)pre0-post1 = 0.0
     (-)pre0-post2 = 0.0
     (-)pre0-post3 = 0.0
     (-)pre0-post4 = 0.0
     (-)pre0-post5 = 0.0
     (-)pre0-post6 = 0.0
     (-)pre0-post7 = 0.0
     (-)pre1-post0 = 0.0
     (-)pre1-post1 = 0.0
     (-)pre1-post2 = 0.0
     (-)pre1-post3 = 0.0
     (-)pre1-post4 = 0.0
     (-)pre1-post5 = 0.0
     (-)pre1-post6 = 0.0
     (-)pre1-post7 = 0.0
     (+)pre2-post0 = 0.0
     (+)pre2-post1 = 0.0
     (+)pre2-post2 = 0.0
     (-)pre2-post3 = 0.0
     (-)pre2-post4 = 0.0
     (-)pre2-post5 = 0.0
     (-)pre2-post6 = 0.0
     (-)pre2-post7 = 0.0
     (-)pre3-post0 = 0.0
     (-)pre3-post1 = 0.0
     (-)pre3-post2 = 0.0
     (-)pre3-post3 = 0.0
     (-)pre3-post4 = 0.0
     (-)pre3-post5 = 0.0
     (-)pre3-post6 = 0.0
     (-)pre3-post7 = 0.0
     (-)pre4-post0 = 0.0
     (-)pre4-post1 = 0.0
     (-)pre4-post2 = 0.0
     (-)pre4-post3 = 0.0
     (-)pre4-post4 = 0.0
     (-)pre4-post5 = 0.0
     (-)pre4-post6 = 0.0
     (-)pre4-post7 = 0.0
     (-)pre5-post0 = 0.0
     (-)pre5-post1 = 0.0
     (-)pre5-post2 = 0.0
     (-)pre5-post3 = 0.0
     (-)pre5-post4 = 0.0
     (-)pre5-post5 = 0.0
     (-)pre5-post6 = 0.0
     (-)pre5-post7 = 0.0
     (-)pre6-post0 = 0.0
     (-)pre6-post1 = 0.0
     (-)pre6-post2 = 0.0
     (-)pre6-post3 = 0.0
     (-)pre6-post4 = 0.0
     (-)pre6-post5 = 0.0
     (-)pre6-post6 = 0.0
     (-)pre6-post7 = 0.0
* Iter 1
     (-)pre0-post0 = 0.0
     (-)pre0-post1 = 0.0
     (-)pre0-post2 = 0.0
     (-)pre0-post3 = 0.0
     (-)pre0-post4 = 0.0
     (-)pre0-post5 = 0.0
     (-)pre0-post6 = 0.0
